frame,x,y,z,mass,particle,duration,event_label,is_ghost,true_particle_id,parent_ids,predicted_class,predicted_label,confidence,prob_Non_event,prob_Merge,prob_Split,prob_Post merge,prob_Post split,correct_prediction,parent_ids_str
1.0,5.029013033232345,44.59458862699066,9.596152907645042,196672.7197646353,18.0,9.0,0,False,18.0,[],0,Non-event,0.97572845,0.97572845,0.0010524463,0.0015449105,0.019784428,0.0018897364,1,[]
1.0,36.64349003003786,63.25179870176877,41.912174850238216,161968.23201311778,19.0,3.0,0,False,19.0,[],2,Split,0.5974013,0.060573447,0.24902545,0.5974013,0.04149493,0.051504835,0,[]
1.0,66.93234939759719,92.87100862900726,18.848983147481785,215769.40880804817,20.0,13.0,0,False,20.0,[],0,Non-event,0.9842635,0.9842635,0.0010744344,0.0010739276,0.011540554,0.0020475492,1,[]
1.0,45.09214827115703,87.77961781474289,31.29093558726595,178029.0427721449,21.0,16.0,0,False,21.0,[],0,Non-event,0.9593287,0.9593287,0.0010726663,0.0020899172,0.035565596,0.001943126,1,[]
1.0,12.924818292906917,23.109742295190124,4.185241528675317,171271.2014458511,22.0,34.0,0,False,22.0,[],0,Non-event,0.98525745,0.98525745,0.0010799455,0.0010132088,0.010545892,0.0021034756,1,[]
1.0,88.6356407068909,18.86954664961777,34.36320963312527,255355.28146093595,23.0,7.0,0,False,23.0,[],0,Non-event,0.9839527,0.9839527,0.0010838622,0.0010995785,0.011830177,0.0020337142,1,[]
1.0,38.33187977985684,40.49276142991993,13.379144309060292,180504.78355708785,24.0,7.0,0,False,24.0,[],0,Non-event,0.98419005,0.98419005,0.0010798718,0.0010853552,0.011603418,0.0020413566,1,[]
2.0,47.50290794995649,87.83825199549302,38.56010489271617,196496.4303275777,0.0,21.0,0,False,0.0,[],0,Non-event,0.9787102,0.9787102,0.001080382,0.0014063974,0.016890189,0.0019129994,1,[]
2.0,60.84897762216192,10.2628618893554,9.933303129125022,292077.70417908474,1.0,18.0,0,False,1.0,[],0,Non-event,0.9822134,0.9822134,0.0010832611,0.0012180994,0.013518816,0.0019665614,1,[]
2.0,19.31914771986189,40.17736770666646,8.247025149665498,51479.72697224016,2.0,49.0,0,False,2.0,[],0,Non-event,0.99074274,0.99074274,0.0009447681,0.00053004967,0.0042414796,0.0035408705,1,[]
2.0,87.60982025336207,38.78393316812364,1.7531520747135871,121958.28703477314,3.0,15.0,0,False,3.0,[],0,Non-event,0.9876946,0.9876946,0.001059875,0.0008224271,0.007994541,0.0024285133,1,[]
2.0,50.54389732355252,80.03507658656902,8.24085796808905,142126.92391744588,4.0,25.0,0,False,4.0,[],0,Non-event,0.9882492,0.9882492,0.0010461904,0.0007771113,0.007379509,0.0025480522,1,[]
2.0,52.3125214758862,56.61887545177508,1.8212926014645645,267391.7587707446,5.0,12.0,0,False,5.0,[],0,Non-event,0.9826972,0.9826972,0.0010917784,0.001206594,0.013016493,0.001987805,1,[]
2.0,70.04156419955875,67.06933748930881,17.162081603209458,130145.66979514448,6.0,178.0,0,False,6.0,[],0,Non-event,0.98970675,0.98970675,0.0010413799,0.0006619363,0.0056425035,0.0029474753,1,[]
2.0,59.97704250657433,12.768860922224787,20.647935504799552,186508.92443361555,7.0,6.0,0,False,7.0,[],0,Non-event,0.9845841,0.9845841,0.0011077246,0.0010803395,0.011078045,0.0021499374,1,[]
2.0,26.7620965446716,14.038771437042316,21.041910769353528,132862.456331852,8.0,11.0,0,False,8.0,[],0,Non-event,0.9865862,0.9865862,0.0010751011,0.0009164222,0.009186479,0.0022358256,1,[]
2.0,42.30635045920392,89.41863476340019,25.998551197472185,112308.33606563648,9.0,25.0,0,False,9.0,[],0,Non-event,0.9842247,0.9842247,0.003280456,0.0011897624,0.0060338494,0.005271368,1,[]
2.0,66.15745715446741,74.05086806053065,36.97598606900257,150132.25530629515,10.0,84.0,0,False,10.0,[],0,Non-event,0.9864754,0.9864754,0.0011650166,0.0009912995,0.00903535,0.0023328802,1,[]
2.0,54.90508008675074,55.29214374339184,16.869157881023906,138076.29186010562,11.0,28.0,0,False,11.0,[],0,Non-event,0.97731817,0.97731817,0.0028466897,0.0020015605,0.007346643,0.010487041,1,[]
2.0,43.084993312232754,18.71628939237339,19.895431862364564,169300.85836965468,12.0,7.0,0,False,12.0,[],0,Non-event,0.98520154,0.98520154,0.001078068,0.0010162987,0.01060604,0.0020980432,1,[]
2.0,63.65408873957601,43.0940933970442,26.792284465550587,169350.70728224987,13.0,12.0,0,False,13.0,[],0,Non-event,0.9868001,0.9868001,0.0010623471,0.00089046796,0.008975492,0.002271527,1,[]
2.0,89.36240578096354,28.871947634998545,0.3417621381637872,71660.62513945757,14.0,14.0,0,False,14.0,[],0,Non-event,0.9907692,0.9907692,0.000959419,0.0005327051,0.0041100797,0.0036286772,1,[]
2.0,62.096099860482,34.21288381167283,28.306064561207247,241773.54489067348,15.0,6.0,0,False,15.0,[],0,Non-event,0.98182964,0.98182964,0.0010934612,0.0012352387,0.0138789015,0.0019626555,1,[]
2.0,92.96349422187996,46.50035699797701,15.948174641466984,282601.1674848979,16.0,41.0,0,False,16.0,[],0,Non-event,0.98247325,0.98247325,0.0010840298,0.0011997177,0.013269916,0.0019730998,1,[]
2.0,78.63782083181135,85.54495451551111,10.16254755827842,210280.33579857805,17.0,51.0,0,False,17.0,[],0,Non-event,0.9845526,0.9845526,0.0011018545,0.0010671385,0.011203921,0.0020744847,1,[]
2.0,2.672941376294094,31.83775425933313,0.5576006629171797,198911.26178343777,18.0,9.0,0,False,18.0,[],0,Non-event,0.98010236,0.98010236,0.0010644111,0.0013242515,0.0155910095,0.0019179675,1,[]
2.0,37.17720607438033,63.16889225211457,41.99342130158638,126442.38070729644,19.0,3.0,2,False,19.0,[],2,Split,0.4048442,0.03301159,0.40224436,0.4048442,0.021397209,0.13850258,1,[]
2.0,73.07076309909816,93.43282562595525,9.67569592681378,207374.89963385643,20.0,13.0,0,False,20.0,[],0,Non-event,0.9866022,0.9866022,0.0010613939,0.0009035461,0.009172981,0.0022599522,1,[]
2.0,53.91125520095703,95.89586315644765,23.07330513063024,171458.65272585966,21.0,16.0,0,False,21.0,[],0,Non-event,0.98259294,0.98259294,0.0011529744,0.0012714391,0.012918884,0.0020636264,1,[]
2.0,15.981411563740268,17.80879246608872,9.451853626714287,152053.63963047753,22.0,34.0,0,False,22.0,[],0,Non-event,0.98543304,0.98543304,0.0010794378,0.0010023817,0.010372534,0.0021126606,1,[]
2.0,90.63476899401292,26.48218478045532,31.59811311324393,224331.621515012,23.0,7.0,0,False,23.0,[],0,Non-event,0.9840306,0.9840306,0.0010864136,0.0010937704,0.011750984,0.0020381303,1,[]
2.0,40.74856942585128,24.378752687897343,1.402650539381014,152221.7601933393,24.0,7.0,0,False,24.0,[],0,Non-event,0.9858305,0.9858305,0.001071117,0.0009679477,0.009977983,0.0021525328,1,[]
3.0,46.62211181405581,76.55231212081588,46.32315817245812,159697.0931964115,0.0,21.0,0,False,0.0,[],0,Non-event,0.9846177,0.9846177,0.0011361897,0.0010650383,0.011076954,0.0021041033,1,[]
3.0,65.74275255993054,9.938367335854965,4.081670012900843,279017.1166087417,1.0,18.0,0,False,1.0,[],0,Non-event,0.98434967,0.98434967,0.0010878204,0.001071009,0.011435493,0.0020560508,1,[]
3.0,17.890671106248494,53.707448472495,3.3195777287837243,44556.298096260645,2.0,49.0,0,False,2.0,[],0,Non-event,0.9908262,0.9908262,0.00093826937,0.00051819417,0.004080693,0.003636702,1,[]
3.0,96.34665861611111,37.60378172829206,1.727051669588333,117704.53494210336,3.0,15.0,0,False,3.0,[],0,Non-event,0.98840827,0.98840827,0.0010520802,0.0007662029,0.007212216,0.0025612272,1,[]
3.0,45.76961703479226,86.11605707713927,14.945892275942631,129847.58504140087,4.0,25.0,0,False,4.0,[],0,Non-event,0.99017125,0.99017125,0.0010042631,0.0006097984,0.00507104,0.0031436814,1,[]
3.0,34.741992562644874,67.07946054747761,3.675528126443357,288754.1101024713,5.0,12.0,0,False,5.0,[],0,Non-event,0.9833098,0.9833098,0.001285216,0.0014841,0.011609126,0.002311631,1,[]
3.0,67.45589315736962,66.71129318683934,12.61501367587366,100270.43030817003,6.0,178.0,0,False,6.0,[],0,Non-event,0.9903768,0.9903768,0.001032708,0.0005849325,0.0044954116,0.003510271,1,[]
3.0,61.32594566112509,16.978292658594217,29.230687175616715,197154.2461325545,7.0,6.0,0,False,7.0,[],0,Non-event,0.9805104,0.9805104,0.002109581,0.0022433843,0.012384084,0.0027525895,1,[]
3.0,34.273250908470615,26.950868329545983,29.32898954233332,126251.01260115704,8.0,11.0,0,False,8.0,[],0,Non-event,0.9873719,0.9873719,0.001068857,0.000850699,0.008341127,0.0023675058,1,[]
3.0,40.38811006036451,87.01616008399188,23.67423180355457,108166.77776694356,9.0,25.0,0,False,9.0,[],0,Non-event,0.9879992,0.9879992,0.0017868646,0.00084716425,0.005080093,0.004286719,1,[]
3.0,60.26607672958947,67.65871549912266,39.477811587960055,138940.05816948728,10.0,84.0,0,False,10.0,[],0,Non-event,0.9881203,0.9881203,0.0014050584,0.00083466567,0.006024509,0.0036153933,1,[]
3.0,49.73712038679969,53.32217605987161,29.204002388231142,200259.23315957148,11.0,28.0,0,False,11.0,[],0,Non-event,0.98464704,0.98464704,0.0011877008,0.001135716,0.010796409,0.002233168,1,[]
3.0,48.51483752303268,26.43899868269889,23.425874150847395,183673.0161039551,12.0,7.0,0,False,12.0,[],0,Non-event,0.9852998,0.9852998,0.0010828911,0.0010333516,0.010473573,0.0021103665,1,[]
3.0,64.44116541021891,36.887790165713184,36.47321164866584,148770.91184182809,13.0,12.0,0,False,13.0,[],0,Non-event,0.99072903,0.99072903,0.0010216172,0.0005578037,0.004223268,0.0034682702,1,[]
3.0,87.66703971663662,30.592563464957465,8.692224393395241,70494.86499698591,14.0,14.0,0,False,14.0,[],0,Non-event,0.99072546,0.99072546,0.0009641034,0.00054007827,0.0041950694,0.0035753448,1,[]
3.0,65.42856978196784,27.65184785201676,29.099761881989565,274551.49249509413,15.0,6.0,0,False,15.0,[],0,Non-event,0.9764746,0.9764746,0.0010647741,0.0015024388,0.019035617,0.0019224917,1,[]
3.0,97.17462269985457,57.09164259320429,21.88841382410495,314464.519785494,16.0,41.0,0,False,16.0,[],0,Non-event,0.98081815,0.98081815,0.0010728883,0.0012931542,0.014888641,0.0019270953,1,[]
3.0,74.01413990862281,80.75914944932967,18.16191234016321,243925.4215932034,17.0,51.0,0,False,17.0,[],0,Non-event,0.9819797,0.9819797,0.0012018615,0.0013911723,0.013267534,0.0021597415,1,[]
3.0,8.146298313151524,29.419698529011995,5.591503064749316,174609.74291956404,18.0,9.0,0,False,18.0,[],0,Non-event,0.98332006,0.98332006,0.0010904521,0.0011428298,0.012437421,0.0020092286,1,[]
3.0,74.655895232827,84.55574465214643,0.6974050996490724,222306.9141298237,20.0,13.0,0,False,20.0,[],0,Non-event,0.9892569,0.9892569,0.0010304627,0.00069085765,0.006285383,0.0027363703,1,[]
3.0,49.19149864123123,92.26561114683264,21.484789408333388,177144.12015617712,21.0,16.0,0,False,21.0,[],0,Non-event,0.9826141,0.9826141,0.0011313556,0.0012606182,0.0129577955,0.0020360285,1,[]
3.0,15.064193379234492,11.034541402313533,15.042023463134177,174009.53392169543,22.0,34.0,0,False,22.0,[],0,Non-event,0.98576665,0.98576665,0.001089484,0.0009819614,0.010013126,0.0021488802,1,[]
3.0,89.05285813579634,17.672804624465716,34.48055890162701,247140.46243193184,23.0,7.0,0,False,23.0,[],0,Non-event,0.9834858,0.9834858,0.0010877919,0.0011229902,0.012291627,0.002011688,1,[]
3.0,34.081649049902154,29.20688790530174,0.6170733483879374,172318.07369216206,24.0,7.0,0,False,24.0,[],0,Non-event,0.98643166,0.98643166,0.0010587444,0.0009208471,0.009357628,0.0022310615,1,[]
3.0,39.34022413531832,62.9500221427512,43.57547493376391,69263.61487553983,25.0,1.0,4,False,25.0,[19.0],4,Post split,0.7944533,0.024106953,0.17543703,0.0052380366,0.00076466514,0.7944533,1,[19.0]
3.0,33.68984962128578,62.38618202163107,40.62554601403549,76660.57224671595,26.0,1.0,4,False,26.0,[19.0],4,Post split,0.724322,0.030220779,0.23724084,0.006971628,0.0012446702,0.724322,1,[19.0]
4.0,59.92791215630359,75.57090809180103,48.83860672589702,219574.28578097583,0.0,21.0,0,False,0.0,[],0,Non-event,0.9763417,0.9763417,0.0010570053,0.0015145782,0.019190548,0.0018961789,1,[]
4.0,58.97129576692959,17.766607701235227,0.3621238123418666,242818.63929275065,1.0,18.0,0,False,1.0,[],0,Non-event,0.98775905,0.98775905,0.0010535351,0.00080859504,0.007917324,0.0024614634,1,[]
4.0,34.798177091272215,51.95636671960802,26.884322758995765,56109.65994358069,2.0,49.0,0,False,2.0,[],0,Non-event,0.9905719,0.9905719,0.0009381641,0.0005466559,0.0046120468,0.0033311865,1,[]
4.0,94.6840169359743,40.41612805777532,1.6708243220975454,120103.60523616054,3.0,15.0,0,False,3.0,[],0,Non-event,0.98942673,0.98942673,0.0010255361,0.0006776849,0.006055914,0.0028141367,1,[]
4.0,43.83754797504921,70.07718102607228,7.81526417861695,137548.74731972374,4.0,25.0,0,False,4.0,[],0,Non-event,0.98572713,0.98572713,0.0016513199,0.00064022426,0.0036318284,0.008349561,1,[]
4.0,37.54566175614689,70.44452619015227,1.089113982224285,237937.1615567477,5.0,12.0,0,False,5.0,[],0,Non-event,0.98144054,0.98144054,0.0014003463,0.0016490932,0.0130043365,0.0025057264,1,[]
4.0,68.24016687456285,60.07264160247895,24.77290631117348,137024.38632303325,6.0,178.0,0,False,6.0,[],0,Non-event,0.9906309,0.9906309,0.0009987737,0.0005610208,0.004283265,0.003525992,1,[]
4.0,57.782521828665246,16.3217763423665,22.17392126410096,181596.5633688408,7.0,6.0,0,False,7.0,[],0,Non-event,0.9208596,0.9208596,0.046572845,0.0041498016,0.018927997,0.009489683,1,[]
4.0,41.59777569369623,34.61568408734578,31.21611180263981,118618.48427152782,8.0,11.0,0,False,8.0,[],0,Non-event,0.9888719,0.9888719,0.0010399235,0.0007263106,0.006695117,0.0026669116,1,[]
4.0,58.69850195600239,99.74437413901272,18.04056566473,120742.5075112615,9.0,25.0,0,False,9.0,[],0,Non-event,0.9888269,0.9888269,0.001030786,0.00072758284,0.0067140833,0.002700644,1,[]
4.0,59.476982814869565,66.2861745559758,39.69151356618251,140044.82079192885,10.0,84.0,0,False,10.0,[],0,Non-event,0.9870509,0.9870509,0.0013828274,0.0009950447,0.007848338,0.002722838,1,[]
4.0,63.46501152905576,52.8833486137312,24.21064464697007,164815.70932119095,11.0,28.0,0,False,11.0,[],0,Non-event,0.9843507,0.9843507,0.0010954181,0.0010887597,0.011409056,0.0020560983,1,[]
4.0,53.53942074358558,24.09975482432924,26.477912890968245,188531.20864829907,12.0,7.0,0,False,12.0,[],0,Non-event,0.9869703,0.9869703,0.0012056109,0.0009724377,0.008354699,0.0024970204,1,[]
4.0,67.67294221166075,31.427743425615823,34.935065875531336,152954.58158395797,13.0,12.0,0,False,13.0,[],0,Non-event,0.9905889,0.9905889,0.001046728,0.0005718339,0.004302044,0.0034906021,1,[]
4.0,72.35797156292348,9.727660447091765,25.09661402489884,86914.62572197121,14.0,14.0,0,False,14.0,[],0,Non-event,0.9903709,0.9903709,0.0010011314,0.00058870204,0.004732071,0.0033072783,1,[]
4.0,65.64185883081487,16.89034987039695,20.148184340297725,290387.4850330585,15.0,6.0,0,False,15.0,[],0,Non-event,0.54026634,0.54026634,0.4078167,0.009237848,0.02310861,0.019570451,1,[]
4.0,90.01892336061015,68.08467438364157,15.142319176197642,298667.0406273321,16.0,41.0,0,False,16.0,[],0,Non-event,0.9774957,0.9774957,0.0010704707,0.0015306127,0.017981373,0.001921816,1,[]
4.0,72.85264239121409,72.73310062638068,18.257515614906065,254773.1725426236,17.0,51.0,0,False,17.0,[],0,Non-event,0.97997093,0.97997093,0.0012239529,0.001803184,0.014807,0.0021949217,1,[]
4.0,6.507984487416167,31.22092765557932,11.587979083315972,165923.5953373702,18.0,9.0,0,False,18.0,[],0,Non-event,0.9854176,0.9854176,0.0010838462,0.0010017655,0.010375781,0.0021209095,1,[]
4.0,84.48954279175105,81.00134336864065,11.735644407423884,259381.98526169136,20.0,13.0,0,False,20.0,[],0,Non-event,0.9878314,0.9878314,0.0012387316,0.00086364156,0.0073421607,0.0027240908,1,[]
4.0,52.67020607022983,97.91791131936024,24.18350470077744,166263.14988639954,21.0,16.0,0,False,21.0,[],0,Non-event,0.98292464,0.98292464,0.0011788858,0.0012725515,0.012504048,0.0021198778,1,[]
4.0,18.617442305412567,7.708375936025006,12.414010718308797,156462.1156497123,22.0,34.0,0,False,22.0,[],0,Non-event,0.98472244,0.98472244,0.0010921692,0.0010586696,0.011053438,0.0020732698,1,[]
4.0,83.1910751349182,13.90441509750084,28.467587282793566,272141.7677532101,23.0,7.0,0,False,23.0,[],0,Non-event,0.98156863,0.98156863,0.0011348018,0.0013525283,0.013906748,0.0020373352,1,[]
4.0,37.27501961855364,32.616163770846654,7.833592753895668,156834.00608094764,24.0,7.0,0,False,24.0,[],0,Non-event,0.9852867,0.9852867,0.0013257609,0.0011815222,0.009746188,0.0024598902,1,[]
4.0,38.70897884204932,63.61712093874164,43.68973249569124,71319.49282301348,25.0,1.0,1,False,25.0,[19.0],1,Merge,0.9940162,0.0035645238,0.9940162,0.0005032175,0.0001774875,0.0017385394,1,[19.0]
4.0,35.31991424877496,62.78918450651796,40.43168355174416,82261.24036890804,26.0,1.0,1,False,26.0,[19.0],1,Merge,0.9948895,0.0027678614,0.9948895,0.00051427644,0.00015413263,0.001674102,1,[19.0]
4.0,36.448465335137925,62.91095812159819,41.85989212222091,158498.24560392444,27.0,7.0,3,False,27.0,[],3,Post merge,0.9967258,0.0001034081,0.00019706094,0.0029526853,0.9967258,2.1025304e-05,1,[]
5.0,65.6680719645082,67.76221478212756,44.10318976985633,164054.66562279608,0.0,21.0,0,False,0.0,[],0,Non-event,0.98297024,0.98297024,0.0011435907,0.001248149,0.012571841,0.0020660567,1,[]
5.0,67.68167281325509,5.759680807766096,8.884475020069779,268586.79252409184,1.0,18.0,0,False,1.0,[],0,Non-event,0.98895115,0.98895115,0.0010198588,0.000709981,0.0065706586,0.0027483967,1,[]
5.0,30.205083908437604,62.77847739053238,26.57387709039303,46423.200895893824,2.0,49.0,0,False,2.0,[],0,Non-event,0.99107754,0.99107754,0.0009252833,0.0004698967,0.0034042292,0.004123026,1,[]
5.0,81.83443155072544,45.24787054411688,2.889381141093593,103404.71073077856,3.0,15.0,0,False,3.0,[],0,Non-event,0.9908187,0.9908187,0.0009781924,0.0005345407,0.004048562,0.003619991,1,[]
5.0,36.77705865810687,77.75231172530378,12.425778678032758,153994.13913710334,4.0,25.0,0,False,4.0,[],0,Non-event,0.98145455,0.98145455,0.0017890275,0.00239122,0.011469886,0.0028954083,1,[]
5.0,40.84582733541863,63.72795788559235,10.166338946003046,216017.7436000754,5.0,12.0,0,False,5.0,[],0,Non-event,0.9839369,0.9839369,0.0011466907,0.0011657631,0.011659259,0.002091373,1,[]
5.0,73.9075067673179,75.31029624613369,20.0361226797708,131187.50958627235,6.0,178.0,0,False,6.0,[],0,Non-event,0.98312956,0.98312956,0.0021880714,0.0007810072,0.004010648,0.009890659,1,[]
5.0,58.36502047104671,16.47211469928965,22.547849996301792,171243.1764645373,7.0,6.0,1,False,7.0,[],1,Merge,0.996852,0.0020729955,0.996852,0.00027423614,6.19862e-05,0.0007387673,1,[]
5.0,45.1495628408056,47.294302014389984,42.41100001954686,137841.9052427874,8.0,11.0,0,False,8.0,[],0,Non-event,0.987703,0.987703,0.0013583124,0.00093154813,0.007149927,0.002857144,1,[]
5.0,65.32853729006845,91.1748175736436,16.478259738392456,105538.82049609355,9.0,25.0,0,False,9.0,[],0,Non-event,0.9906466,0.9906466,0.0010064768,0.00054126396,0.0040285783,0.0037771757,1,[]
5.0,58.00725248620432,65.20590687616284,39.88789042691147,161733.07936906244,10.0,84.0,0,False,10.0,[],0,Non-event,0.98477244,0.98477244,0.0012366811,0.0011713062,0.010541017,0.0022785182,1,[]
5.0,60.1953139452395,40.41774949682725,19.945011968952027,166740.87607211756,11.0,28.0,0,False,11.0,[],0,Non-event,0.9859136,0.9859136,0.0010644839,0.0009597791,0.00989323,0.0021690272,1,[]
5.0,50.783305411720704,31.179259192668404,10.322231977944858,189989.50445484696,12.0,7.0,0,False,12.0,[],0,Non-event,0.8540613,0.8540613,0.11182823,0.0050122417,0.0158178,0.013280416,1,[]
5.0,75.96288366396749,43.61036363203387,30.36087304174019,181803.49575184355,13.0,12.0,0,False,13.0,[],0,Non-event,0.98498267,0.98498267,0.001085771,0.0010360604,0.0108116735,0.002083751,1,[]
5.0,63.88089251994575,9.57931821483159,29.98001497255354,79289.64377621163,14.0,14.0,0,False,14.0,[],0,Non-event,0.9906837,0.9906837,0.0009794238,0.0005493899,0.0042212047,0.0035662856,1,[]
5.0,65.48065328010114,17.67097666714662,18.68949898342483,248191.5293025271,15.0,6.0,1,False,15.0,[],1,Merge,0.9963265,0.0021017084,0.9963265,0.00047134704,0.0001351085,0.0009652533,1,[]
5.0,83.1524848719509,74.73821024905834,14.278616397304717,319794.9483386261,16.0,41.0,0,False,16.0,[],0,Non-event,0.9774418,0.9774418,0.0011791761,0.0016048918,0.01766694,0.0021071406,1,[]
5.0,70.48131400984285,76.51044869893578,20.08236678728599,235881.5731237342,17.0,51.0,0,False,17.0,[],0,Non-event,0.97295165,0.97295165,0.0012715018,0.0027142111,0.020828921,0.0022337458,1,[]
5.0,0.0450839020091082,32.563974779831604,5.562684298773452,171045.15655973798,18.0,9.0,0,False,18.0,[],0,Non-event,0.9864932,0.9864932,0.0010730362,0.00091832964,0.009310106,0.0022053819,1,[]
5.0,80.21501432956536,69.61597989911948,14.450711740618562,226534.2131919941,20.0,13.0,0,False,20.0,[],0,Non-event,0.9809084,0.9809084,0.0027816053,0.0016123133,0.010688079,0.0040096757,1,[]
5.0,45.67238386349652,99.69792771238389,13.136723650611902,180432.21602910664,21.0,16.0,0,False,21.0,[],0,Non-event,0.98247176,0.98247176,0.0010896277,0.0012250758,0.013238076,0.0019754823,1,[]
5.0,8.528669753660573,15.054276592661372,10.139456369476818,214352.71516228764,22.0,34.0,0,False,22.0,[],0,Non-event,0.9790989,0.9790989,0.0010592809,0.0013710866,0.01656224,0.0019084128,1,[]
5.0,88.99854143218003,7.072131537089563,22.156695677880137,235374.79164812696,23.0,7.0,0,False,23.0,[],2,Split,0.90508777,0.08933535,0.0013494348,0.90508777,0.0009993097,0.0032280993,0,[]
5.0,43.313385488251846,30.83400702204867,10.080839735486384,179243.78377607843,24.0,7.0,0,False,24.0,[],0,Non-event,0.9649921,0.9649921,0.013744568,0.0025961439,0.012024688,0.0066425316,1,[]
5.0,55.36872049529249,74.48306437125628,30.790078343152302,131565.52893509428,27.0,7.0,0,False,27.0,[],0,Non-event,0.9800346,0.9800346,0.0010455202,0.001240835,0.015843064,0.0018359321,1,[]
6.0,60.91161957263559,76.29059369560987,45.19823376201419,177278.64377091694,0.0,21.0,0,False,0.0,[],0,Non-event,0.9847268,0.9847268,0.0011447846,0.0011186715,0.010884761,0.0021249577,1,[]
6.0,70.77478022985044,16.869325783697498,7.067780798948245,234541.54459402047,1.0,18.0,0,False,1.0,[],0,Non-event,0.99022293,0.99022293,0.001051569,0.0004934662,0.0031995694,0.0050325976,1,[]
6.0,47.858975786338405,70.01030261772057,26.203981390959225,48657.47523960829,2.0,49.0,0,False,2.0,[],0,Non-event,0.99100566,0.99100566,0.000967617,0.0004886039,0.003465414,0.004072792,1,[]
